ID,name_of_politician,verified,severity_of_harassment,type_of_account
496,Chrystia Freeland,No,Questioning Authority,Spammers
497,Chrystia Freeland,Yes,Positive,Personal
498,Chrystia Freeland,No,Questioning Authority,Anonymous
499,Chrystia Freeland,No,Questioning Authority,Spammers
500,Chrystia Freeland,No,Questioning Authority,Personal
501,Chrystia Freeland,No,Questioning Authority,Anonymous
502,Chrystia Freeland,No,Questioning Authority,Personal
503,Chrystia Freeland,No,Neutral,Personal
504,Chrystia Freeland,No,Name-calling/Gender insults,Personal
505,Chrystia Freeland,Yes,Questioning Authority,Personal
506,Chrystia Freeland,No,Neutral,Spammers
507,Chrystia Freeland,No,Questioning Authority,Spammers
508,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
509,Chrystia Freeland,Yes,Questioning Authority,Personal
510,Chrystia Freeland,No,Questioning Authority,Spammers
511,Chrystia Freeland,No,Questioning Authority,Anonymous
512,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
513,Chrystia Freeland,No,Questioning Authority,Anonymous
514,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
515,Chrystia Freeland,Yes,Name-calling/Gender insults,Anonymous
516,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
517,Chrystia Freeland,No,Questioning Authority,Anonymous
518,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
519,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
520,Chrystia Freeland,No,Questioning Authority,Anonymous
521,Chrystia Freeland,No,Questioning Authority,Anonymous
522,Chrystia Freeland,No,Questioning Authority,Anonymous
523,Chrystia Freeland,No,Vicious language,Personal
524,Chrystia Freeland,No,Questioning Authority,Anonymous
525,Chrystia Freeland,No,Questioning Authority,Anonymous
526,Chrystia Freeland,No,Name-calling/Gender insults,Suspended/deleted
527,Chrystia Freeland,No,Questioning Authority,Personal
528,Chrystia Freeland,No,Vicious language,Anonymous
529,Chrystia Freeland,No,Name-calling/Gender insults,Personal
530,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
531,Chrystia Freeland,No,Neutral,Spammers
532,Chrystia Freeland,No,Neutral,Spammers
533,Chrystia Freeland,No,Name-calling/Gender insults,Personal
534,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
535,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
536,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
537,Chrystia Freeland,No,Name-calling/Gender insults,Personal
538,Chrystia Freeland,No,Questioning Authority,Anonymous
539,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
540,Chrystia Freeland,No,Questioning Authority,Spammers
541,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
542,Chrystia Freeland,No,Questioning Authority,Spammers
543,Chrystia Freeland,No,Questioning Authority,Spammers
544,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
545,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
546,Chrystia Freeland,No,Questioning Authority,Spammers
547,Chrystia Freeland,No,Neutral,Anonymous
548,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
549,Chrystia Freeland,No,Questioning Authority,Spammers
550,Chrystia Freeland,No,Questioning Authority,Anonymous
551,Chrystia Freeland,No,Questioning Authority,Anonymous
552,Chrystia Freeland,No,Questioning Authority,Anonymous
553,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
554,Chrystia Freeland,Yes,Questioning Authority,Personal
555,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
556,Chrystia Freeland,No,Questioning Authority,Anonymous
557,Chrystia Freeland,No,Questioning Authority,Anonymous
558,Chrystia Freeland,No,Questioning Authority,Spammers
559,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
560,Chrystia Freeland,No,Questioning Authority,Spammers
561,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
562,Chrystia Freeland,No,Neutral,Anonymous
563,Chrystia Freeland,No,Questioning Authority,Anonymous
564,Chrystia Freeland,Yes,Name-calling/Gender insults,Spammers
565,Chrystia Freeland,No,Questioning Authority,Anonymous
566,Chrystia Freeland,Yes,Name-calling/Gender insults,Anonymous
567,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
568,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
569,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
570,Chrystia Freeland,No,Questioning Authority,Anonymous
571,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
572,Chrystia Freeland,No,Vicious language,Anonymous
573,Chrystia Freeland,No,Questioning Authority,Personal
574,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
575,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
576,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
577,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
578,Chrystia Freeland,No,Questioning Authority,Spammers
579,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
580,Chrystia Freeland,No,Questioning Authority,Anonymous
581,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
582,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
583,Chrystia Freeland,No,Questioning Authority,Anonymous
584,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
585,Chrystia Freeland,No,Neutral,Spammers
586,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
587,Chrystia Freeland,No,Name-calling/Gender insults,Personal
588,Chrystia Freeland,No,Questioning Authority,Spammers
589,Chrystia Freeland,No,Questioning Authority,Anonymous
590,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
591,Chrystia Freeland,No,Questioning Authority,Spammers
592,Chrystia Freeland,No,Questioning Authority,Spammers
593,Chrystia Freeland,No,Questioning Authority,Spammers
594,Chrystia Freeland,No,Questioning Authority,Spammers
595,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
596,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
597,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
598,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
599,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
600,Chrystia Freeland,No,Questioning Authority,Anonymous
601,Chrystia Freeland,No,Positive,Anonymous
602,Chrystia Freeland,No,Questioning Authority,Personal
603,Chrystia Freeland,No,Questioning Authority,Spammers
604,Chrystia Freeland,No,Questioning Authority,Spammers
605,Chrystia Freeland,No,Questioning Authority,Spammers
606,Chrystia Freeland,No,Questioning Authority,Spammers
607,Chrystia Freeland,No,Questioning Authority,Anonymous
608,Chrystia Freeland,No,Vicious language,Anonymous
609,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
610,Chrystia Freeland,No,Vicious language,Anonymous
611,Chrystia Freeland,No,Questioning Authority,Spammers
612,Chrystia Freeland,No,Questioning Authority,Anonymous
613,Chrystia Freeland,No,Neutral,Spammers
614,Chrystia Freeland,No,Questioning Authority,Spammers
615,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
616,Chrystia Freeland,Yes,Name-calling/Gender insults,Spammers
617,Chrystia Freeland,No,Name-calling/Gender insults,Personal
618,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
619,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
620,Chrystia Freeland,No,Name-calling/Gender insults,Suspended/deleted
621,Chrystia Freeland,No,Questioning Authority,Anonymous
622,Chrystia Freeland,No,Questioning Authority,Anonymous
623,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
624,Chrystia Freeland,No,Questioning Authority,Anonymous
625,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
626,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
627,Chrystia Freeland,No,Questioning Authority,Spammers
628,Chrystia Freeland,Yes,Questioning Authority,Anonymous
629,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
630,Chrystia Freeland,No,Questioning Authority,Personal
631,Chrystia Freeland,No,Questioning Authority,Anonymous
632,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
633,Chrystia Freeland,No,Vicious language,Personal
634,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
635,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
636,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
637,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
638,Chrystia Freeland,Yes,Name-calling/Gender insults,Spammers
639,Chrystia Freeland,No,Questioning Authority,Anonymous
640,Chrystia Freeland,No,Questioning Authority,Spammers
641,Chrystia Freeland,No,Neutral,Suspended/deleted
642,Chrystia Freeland,No,Name-calling/Gender insults,Personal
643,Chrystia Freeland,No,Name-calling/Gender insults,Personal
644,Chrystia Freeland,Yes,Questioning Authority,Spammers
645,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
646,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
647,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
648,Chrystia Freeland,No,Questioning Authority,Anonymous
649,Chrystia Freeland,No,Questioning Authority,Spammers
650,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
651,Chrystia Freeland,No,Questioning Authority,Spammers
652,Chrystia Freeland,No,Questioning Authority,Spammers
653,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
654,Chrystia Freeland,No,Questioning Authority,Personal
655,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
656,Chrystia Freeland,Yes,Questioning Authority,Spammers
657,Chrystia Freeland,Yes,Questioning Authority,Spammers
658,Chrystia Freeland,Yes,Questioning Authority,Spammers
659,Chrystia Freeland,Yes,Questioning Authority,Spammers
660,Chrystia Freeland,Yes,Questioning Authority,Spammers
661,Chrystia Freeland,Yes,Questioning Authority,Spammers
662,Chrystia Freeland,Yes,Questioning Authority,Spammers
663,Chrystia Freeland,Yes,Questioning Authority,Spammers
664,Chrystia Freeland,Yes,Questioning Authority,Spammers
665,Chrystia Freeland,Yes,Questioning Authority,Spammers
666,Chrystia Freeland,Yes,Questioning Authority,Spammers
667,Chrystia Freeland,Yes,Questioning Authority,Spammers
668,Chrystia Freeland,Yes,Questioning Authority,Personal
669,Chrystia Freeland,No,Questioning Authority,Spammers
670,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
671,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
672,Chrystia Freeland,Yes,Questioning Authority,Personal
673,Chrystia Freeland,No,Questioning Authority,Spammers
674,Chrystia Freeland,No,Neutral,Personal
675,Chrystia Freeland,No,Name-calling/Gender insults,Personal
676,Chrystia Freeland,No,Questioning Authority,Personal
677,Chrystia Freeland,No,Questioning Authority,Spammers
678,Chrystia Freeland,No,Name-calling/Gender insults,Personal
679,Chrystia Freeland,No,Name-calling/Gender insults,Personal
680,Chrystia Freeland,Yes,Name-calling/Gender insults,Spammers
681,Chrystia Freeland,No,Vicious language,Spammers
682,Chrystia Freeland,No,Questioning Authority,Anonymous
683,Chrystia Freeland,No,Positive,Professional
684,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
685,Chrystia Freeland,No,Name-calling/Gender insults,Personal
686,Chrystia Freeland,No,Questioning Authority,Personal
687,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
688,Chrystia Freeland,Yes,Questioning Authority,Personal
689,Chrystia Freeland,No,Questioning Authority,Spammers
690,Chrystia Freeland,No,Neutral,Personal
691,Chrystia Freeland,No,Vicious language,Anonymous
692,Chrystia Freeland,No,Questioning Authority,Personal
693,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
694,Chrystia Freeland,No,Name-calling/Gender insults,Personal
695,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
696,Chrystia Freeland,No,Name-calling/Gender insults,Professional
697,Chrystia Freeland,No,Questioning Authority,Anonymous
698,Chrystia Freeland,Yes,Name-calling/Gender insults,Anonymous
699,Chrystia Freeland,No,Questioning Authority,Personal
700,Chrystia Freeland,Yes,Questioning Authority,Spammers
701,Chrystia Freeland,Yes,Questioning Authority,Personal
702,Chrystia Freeland,Yes,Questioning Authority,Anonymous
703,Chrystia Freeland,Yes,Name-calling/Gender insults,Spammers
704,Chrystia Freeland,No,Questioning Authority,Personal
705,Chrystia Freeland,Yes,Questioning Authority,Anonymous
706,Chrystia Freeland,Yes,Neutral,Personal
707,Chrystia Freeland,Yes,Questioning Authority,Anonymous
708,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
709,Chrystia Freeland,Yes,Neutral,Personal
710,Chrystia Freeland,Yes,Vicious language,Suspended/deleted
711,Chrystia Freeland,Yes,Questioning Authority,Suspended/deleted
712,Chrystia Freeland,No,Questioning Authority,Anonymous
713,Chrystia Freeland,Yes,Questioning Authority,Personal
714,Chrystia Freeland,Yes,Questioning Authority,Anonymous
715,Chrystia Freeland,Yes,Name-calling/Gender insults,Spammers
716,Chrystia Freeland,Yes,Name-calling/Gender insults,Anonymous
717,Chrystia Freeland,No,Questioning Authority,Personal
718,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
719,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
720,Chrystia Freeland,No,Questioning Authority,Anonymous
721,Chrystia Freeland,Yes,Questioning Authority,Spammers
722,Chrystia Freeland,Yes,Questioning Authority,Spammers
723,Chrystia Freeland,Yes,Name-calling/Gender insults,Anonymous
724,Chrystia Freeland,Yes,Questioning Authority,Anonymous
725,Chrystia Freeland,Yes,Questioning Authority,Personal
726,Chrystia Freeland,No,Questioning Authority,Spammers
727,Chrystia Freeland,No,Vicious language,Anonymous
728,Chrystia Freeland,Yes,Name-calling/Gender insults,Personal
729,Chrystia Freeland,No,Questioning Authority,Anonymous
730,Chrystia Freeland,Yes,Questioning Authority,Spammers
731,Chrystia Freeland,No,Name-calling/Gender insults,Personal
732,Chrystia Freeland,No,Credible threats,Spammers
733,Chrystia Freeland,No,Neutral,Anonymous
734,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
735,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
736,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
737,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
738,Chrystia Freeland,No,Neutral,Personal
739,Chrystia Freeland,No,Questioning Authority,Spammers
740,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
741,Chrystia Freeland,Yes,Neutral,Anonymous
742,Chrystia Freeland,Yes,Name-calling/Gender insults,Spammers
743,Chrystia Freeland,Yes,Name-calling/Gender insults,Spammers
744,Chrystia Freeland,Yes,Vicious language,Anonymous
745,Chrystia Freeland,Yes,Questioning Authority,Personal
746,Chrystia Freeland,No,Questioning Authority,Anonymous
747,Chrystia Freeland,No,Name-calling/Gender insults,Personal
748,Chrystia Freeland,Yes,Questioning Authority,Bots
749,Chrystia Freeland,No,Questioning Authority,Bots
750,Chrystia Freeland,No,Questioning Authority,Spammers
751,Chrystia Freeland,No,Questioning Authority,Bots
752,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
753,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
754,Chrystia Freeland,No,Questioning Authority,Spammers
755,Chrystia Freeland,No,Neutral,Spammers
756,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
757,Chrystia Freeland,No,Credible threats,Spammers
758,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
759,Chrystia Freeland,No,Questioning Authority,Spammers
760,Chrystia Freeland,No,Credible threats,Spammers
761,Chrystia Freeland,No,Vicious language,Spammers
762,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
763,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
764,Chrystia Freeland,Yes,Name-calling/Gender insults,Anonymous
765,Chrystia Freeland,No,Questioning Authority,Spammers
766,Chrystia Freeland,No,Credible threats,Spammers
767,Chrystia Freeland,No,Neutral,Spammers
768,Chrystia Freeland,Yes,Name-calling/Gender insults,Suspended/deleted
769,Chrystia Freeland,No,Questioning Authority,Anonymous
770,Chrystia Freeland,No,Questioning Authority,Anonymous
771,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
772,Chrystia Freeland,No,Questioning Authority,Anonymous
773,Chrystia Freeland,No,Questioning Authority,Spammers
774,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
775,Chrystia Freeland,Yes,Questioning Authority,Personal
776,Chrystia Freeland,Yes,Credible threats,Spammers
777,Chrystia Freeland,No,Questioning Authority,Spammers
778,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
779,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
780,Chrystia Freeland,No,Questioning Authority,Anonymous
781,Chrystia Freeland,Yes,Credible threats,Spammers
782,Chrystia Freeland,No,Questioning Authority,Anonymous
783,Chrystia Freeland,Yes,Name-calling/Gender insults,Personal
784,Chrystia Freeland,No,Neutral,Personal
785,Chrystia Freeland,Yes,Name-calling/Gender insults,Anonymous
786,Chrystia Freeland,Yes,Questioning Authority,Anonymous
787,Chrystia Freeland,Yes,Questioning Authority,Spammers
788,Chrystia Freeland,Yes,Name-calling/Gender insults,Spammers
789,Chrystia Freeland,Yes,Name-calling/Gender insults,Spammers
790,Chrystia Freeland,Yes,Questioning Authority,Personal
791,Chrystia Freeland,Yes,Name-calling/Gender insults,Spammers
792,Chrystia Freeland,Yes,Questioning Authority,Personal
793,Chrystia Freeland,No,Neutral,Personal
794,Chrystia Freeland,No,Questioning Authority,Suspended/deleted
795,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
796,Chrystia Freeland,No,Questioning Authority,Spammers
797,Chrystia Freeland,Yes,Name-calling/Gender insults,Spammers
798,Chrystia Freeland,Yes,Neutral,Spammers
